Country,League,Season,Date,Time,TeamHome,TeamAway,FTHG,FTAG,Res
Mexico,Liga MX,2021/2022,10/21/2021,3:06,Club Tijuana,Guadalajara Chivas,0,0,D
Mexico,Liga MX,2021/2022,10/20/2021,1:00,Puebla,Mazatlan FC,2,0,H
Mexico,Liga MX,2021/2022,10/20/2021,1:05,Club America,Santos Laguna,2,1,H
Mexico,Liga MX,2021/2022,10/20/2021,3:05,Atlas,Cruz Azul,0,0,D
Mexico,Liga MX,2021/2022,10/19/2021,23:00,Queretaro,Monterrey,1,0,H
Mexico,Liga MX,2021/2022,10/17/2021,1:00,Atl. San Luis,Club America,0,1,A
Mexico,Liga MX,2021/2022,10/17/2021,1:05,Pachuca,Santos Laguna,1,1,D
Mexico,Liga MX,2021/2022,10/17/2021,3:00,Cruz Azul,U.A.N.L.- Tigres,1,1,D
Mexico,Liga MX,2021/2022,10/17/2021,18:00,U.N.A.M.- Pumas,Juarez,1,0,H
Mexico,Liga MX,2021/2022,10/17/2021,23:00,Guadalajara Chivas,Toluca,2,0,H
Mexico,Liga MX,2021/2022,10/16/2021,1:00,Necaxa,Puebla,0,1,A
Mexico,Liga MX,2021/2022,10/16/2021,3:00,Mazatlan FC,Atlas,1,0,H
Mexico,Liga MX,2021/2022,10/16/2021,23:00,Monterrey,Club Leon,0,1,A
Mexico,Liga MX,2021/2022,10/15/2021,2:00,Queretaro,Club Tijuana,1,1,D
Mexico,Liga MX,2021/2022,10/9/2021,1:00,Juarez,Queretaro,0,0,D
Mexico,Liga MX,2021/2022,10/4/2021,1:00,U.A.N.L.- Tigres,Necaxa,0,0,D
Mexico,Liga MX,2021/2022,10/4/2021,3:06,Club Tijuana,Cruz Azul,0,1,A
Mexico,Liga MX,2021/2022,10/3/2021,1:06,Santos Laguna,Mazatlan FC,1,0,H
Mexico,Liga MX,2021/2022,10/3/2021,3:00,Guadalajara Chivas,Atlas,0,1,A
Mexico,Liga MX,2021/2022,10/3/2021,18:00,Toluca,Queretaro,1,1,D
Mexico,Liga MX,2021/2022,10/3/2021,23:00,Club America,U.N.A.M.- Pumas,2,0,H
Mexico,Liga MX,2021/2022,10/2/2021,1:00,Puebla,Pachuca,1,2,A
Mexico,Liga MX,2021/2022,10/2/2021,3:00,Juarez,Monterrey,3,1,H
Mexico,Liga MX,2021/2022,10/2/2021,23:00,Club Leon,Atl. San Luis,0,0,D
Mexico,Liga MX,2021/2022,9/30/2021,3:15,Queretaro,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2021/2022,9/29/2021,1:00,Mazatlan FC,Juarez,3,1,H
Mexico,Liga MX,2021/2022,9/29/2021,3:00,Atlas,Puebla,0,1,A
Mexico,Liga MX,2021/2022,9/29/2021,3:05,Pachuca,Club America,1,1,D
Mexico,Liga MX,2021/2022,9/29/2021,23:00,Atl. San Luis,U.A.N.L.- Tigres,0,3,A
Mexico,Liga MX,2021/2022,9/28/2021,23:00,Necaxa,Club Tijuana,3,0,H
Mexico,Liga MX,2021/2022,9/27/2021,1:06,Santos Laguna,Monterrey,1,2,A
Mexico,Liga MX,2021/2022,9/26/2021,1:00,U.A.N.L.- Tigres,U.N.A.M.- Pumas,0,0,D
Mexico,Liga MX,2021/2022,9/26/2021,3:00,Club America,Guadalajara Chivas,0,0,D
Mexico,Liga MX,2021/2022,9/26/2021,18:00,Toluca,Atl. San Luis,1,2,A
Mexico,Liga MX,2021/2022,9/25/2021,2:00,Puebla,Cruz Azul,1,1,D
Mexico,Liga MX,2021/2022,9/25/2021,3:06,Club Tijuana,Mazatlan FC,0,0,D
Mexico,Liga MX,2021/2022,9/25/2021,23:00,Atlas,Club Leon,2,0,H
Mexico,Liga MX,2021/2022,9/24/2021,3:00,Pachuca,Necaxa,1,0,H
Mexico,Liga MX,2021/2022,9/23/2021,1:06,Monterrey,Toluca,2,0,H
Mexico,Liga MX,2021/2022,9/22/2021,3:00,Juarez,Atl. San Luis,1,0,H
Mexico,Liga MX,2021/2022,9/20/2021,1:00,Cruz Azul,Queretaro,2,0,H
Mexico,Liga MX,2021/2022,9/20/2021,1:06,Monterrey,U.A.N.L.- Tigres,2,0,H
Mexico,Liga MX,2021/2022,9/20/2021,3:06,Santos Laguna,Puebla,1,1,D
Mexico,Liga MX,2021/2022,9/19/2021,1:00,Toluca,Club America,3,1,H
Mexico,Liga MX,2021/2022,9/19/2021,3:00,Guadalajara Chivas,Pachuca,1,0,H
Mexico,Liga MX,2021/2022,9/19/2021,3:00,Mazatlan FC,U.N.A.M.- Pumas,2,2,D
Mexico,Liga MX,2021/2022,9/18/2021,3:00,Necaxa,Atlas,0,3,A
Mexico,Liga MX,2021/2022,9/18/2021,23:00,Club Leon,Juarez,0,1,A
Mexico,Liga MX,2021/2022,9/17/2021,1:00,Atl. San Luis,Club Tijuana,4,1,H
Mexico,Liga MX,2021/2022,9/14/2021,3:00,Pachuca,Toluca,1,2,A
Mexico,Liga MX,2021/2022,9/13/2021,1:00,Queretaro,Necaxa,3,0,H
Mexico,Liga MX,2021/2022,9/12/2021,1:00,U.A.N.L.- Tigres,Club Leon,2,2,D
Mexico,Liga MX,2021/2022,9/12/2021,3:00,Club America,Mazatlan FC,2,0,H
Mexico,Liga MX,2021/2022,9/12/2021,23:00,U.N.A.M.- Pumas,Guadalajara Chivas,0,0,D
Mexico,Liga MX,2021/2022,9/11/2021,1:00,Puebla,Atl. San Luis,2,2,D
Mexico,Liga MX,2021/2022,9/11/2021,3:00,Juarez,Cruz Azul,2,1,H
Mexico,Liga MX,2021/2022,9/11/2021,3:06,Club Tijuana,Santos Laguna,2,1,H
Mexico,Liga MX,2021/2022,9/11/2021,23:00,Atlas,Monterrey,2,1,H
Mexico,Liga MX,2021/2022,8/30/2021,0:00,Santos Laguna,Juarez,2,0,H
Mexico,Liga MX,2021/2022,8/30/2021,2:00,Cruz Azul,Pachuca,1,1,D
Mexico,Liga MX,2021/2022,8/29/2021,1:00,U.A.N.L.- Tigres,Atlas,1,1,D
Mexico,Liga MX,2021/2022,8/29/2021,3:00,Club Leon,Club America,1,1,D
Mexico,Liga MX,2021/2022,8/29/2021,18:00,Toluca,U.N.A.M.- Pumas,2,1,H
Mexico,Liga MX,2021/2022,8/28/2021,1:00,Mazatlan FC,Atl. San Luis,2,2,D
Mexico,Liga MX,2021/2022,8/28/2021,3:00,Puebla,Queretaro,1,0,H
Mexico,Liga MX,2021/2022,8/28/2021,3:06,Club Tijuana,Monterrey,2,2,D
Mexico,Liga MX,2021/2022,8/28/2021,23:00,Guadalajara Chivas,Necaxa,2,1,H
Mexico,Liga MX,2021/2022,8/23/2021,1:00,Necaxa,Juarez,1,0,H
Mexico,Liga MX,2021/2022,8/23/2021,3:00,Queretaro,Pachuca,0,2,A
Mexico,Liga MX,2021/2022,8/22/2021,1:00,Club Leon,Santos Laguna,1,1,D
Mexico,Liga MX,2021/2022,8/22/2021,3:00,Atl. San Luis,Cruz Azul,0,0,D
Mexico,Liga MX,2021/2022,8/22/2021,3:36,Monterrey,Guadalajara Chivas,0,0,D
Mexico,Liga MX,2021/2022,8/22/2021,18:00,U.N.A.M.- Pumas,Puebla,2,0,H
Mexico,Liga MX,2021/2022,8/22/2021,23:00,Club America,Club Tijuana,2,0,H
Mexico,Liga MX,2021/2022,8/21/2021,3:00,Mazatlan FC,U.A.N.L.- Tigres,0,3,A
Mexico,Liga MX,2021/2022,8/21/2021,23:00,Atlas,Toluca,0,0,D
Mexico,Liga MX,2021/2022,8/19/2021,1:00,Cruz Azul,Monterrey,1,1,D
Mexico,Liga MX,2021/2022,8/19/2021,1:00,Santos Laguna,Atlas,1,1,D
Mexico,Liga MX,2021/2022,8/19/2021,3:00,Guadalajara Chivas,Club Leon,0,3,A
Mexico,Liga MX,2021/2022,8/19/2021,3:00,Juarez,Club America,1,2,A
Mexico,Liga MX,2021/2022,8/18/2021,1:00,U.A.N.L.- Tigres,Queretaro,3,0,H
Mexico,Liga MX,2021/2022,8/18/2021,3:00,Necaxa,U.N.A.M.- Pumas,3,0,H
Mexico,Liga MX,2021/2022,8/18/2021,3:06,Club Tijuana,Puebla,1,1,D
Mexico,Liga MX,2021/2022,8/17/2021,23:00,Toluca,Mazatlan FC,2,2,D
Mexico,Liga MX,2021/2022,8/16/2021,1:06,Santos Laguna,Guadalajara Chivas,0,0,D
Mexico,Liga MX,2021/2022,8/15/2021,1:00,Club Leon,Mazatlan FC,3,0,H
Mexico,Liga MX,2021/2022,8/15/2021,3:00,Cruz Azul,Toluca,4,0,H
Mexico,Liga MX,2021/2022,8/15/2021,3:06,Monterrey,Pachuca,3,1,H
Mexico,Liga MX,2021/2022,8/15/2021,23:00,Atlas,Club America,0,1,A
Mexico,Liga MX,2021/2022,8/14/2021,1:00,Puebla,U.A.N.L.- Tigres,1,1,D
Mexico,Liga MX,2021/2022,8/14/2021,3:00,Juarez,Club Tijuana,1,1,D
Mexico,Liga MX,2021/2022,8/14/2021,23:00,U.N.A.M.- Pumas,Queretaro,0,0,D
Mexico,Liga MX,2021/2022,8/13/2021,3:00,Atl. San Luis,Necaxa,0,2,A
Mexico,Liga MX,2021/2022,8/10/2021,3:00,Pachuca,Atlas,0,1,A
Mexico,Liga MX,2021/2022,8/8/2021,1:00,Club America,Puebla,2,0,H
Mexico,Liga MX,2021/2022,8/8/2021,3:00,U.A.N.L.- Tigres,Santos Laguna,1,1,D
Mexico,Liga MX,2021/2022,8/8/2021,18:00,U.N.A.M.- Pumas,Atl. San Luis,1,3,A
Mexico,Liga MX,2021/2022,8/7/2021,1:00,Mazatlan FC,Monterrey,1,1,D
Mexico,Liga MX,2021/2022,8/7/2021,3:05,Necaxa,Cruz Azul,1,2,A
Mexico,Liga MX,2021/2022,8/7/2021,3:06,Club Tijuana,Toluca,0,2,A
Mexico,Liga MX,2021/2022,8/7/2021,23:00,Guadalajara Chivas,Juarez,2,2,D
Mexico,Liga MX,2021/2022,8/6/2021,3:05,Queretaro,Club Leon,0,1,A
Mexico,Liga MX,2021/2022,8/3/2021,3:00,Atl. San Luis,Queretaro,1,1,D
Mexico,Liga MX,2021/2022,8/2/2021,0:00,Santos Laguna,Cruz Azul,1,1,D
Mexico,Liga MX,2021/2022,8/1/2021,1:00,Club America,Necaxa,2,1,H
Mexico,Liga MX,2021/2022,8/1/2021,3:00,Monterrey,U.N.A.M.- Pumas,2,0,H
Mexico,Liga MX,2021/2022,8/1/2021,3:05,Atlas,Juarez,2,0,H
Mexico,Liga MX,2021/2022,8/1/2021,18:00,Toluca,U.A.N.L.- Tigres,3,1,H
Mexico,Liga MX,2021/2022,7/31/2021,1:00,Mazatlan FC,Pachuca,2,1,H
Mexico,Liga MX,2021/2022,7/31/2021,3:05,Puebla,Guadalajara Chivas,0,2,A
Mexico,Liga MX,2021/2022,7/31/2021,23:00,Club Leon,Club Tijuana,2,1,H
Mexico,Liga MX,2021/2022,7/27/2021,2:00,Cruz Azul,Mazatlan FC,0,2,A
Mexico,Liga MX,2021/2022,7/26/2021,1:06,Monterrey,Puebla,1,1,D
Mexico,Liga MX,2021/2022,7/26/2021,3:06,Club Tijuana,U.A.N.L.- Tigres,1,2,A
Mexico,Liga MX,2021/2022,7/25/2021,3:00,Guadalajara Chivas,Atl. San Luis,1,2,A
Mexico,Liga MX,2021/2022,7/25/2021,18:00,U.N.A.M.- Pumas,Atlas,0,0,D
Mexico,Liga MX,2021/2022,7/24/2021,1:00,Necaxa,Santos Laguna,0,3,A
Mexico,Liga MX,2021/2022,7/24/2021,3:00,Juarez,Toluca,1,3,A
Mexico,Liga MX,2021/2022,7/24/2021,22:00,Pachuca,Club Leon,4,0,H
Mexico,Liga MX,2021/2022,7/23/2021,3:00,Queretaro,Club America,0,0,D
Mexico,Liga MX,2020/2021,5/31/2021,2:15,Cruz Azul,Santos Laguna,1,1,D
Mexico,Liga MX,2020/2021,5/28/2021,3:00,Santos Laguna,Cruz Azul,0,1,A
Mexico,Liga MX,2020/2021,5/24/2021,1:00,Puebla,Santos Laguna,1,0,H
Mexico,Liga MX,2020/2021,5/23/2021,2:00,Cruz Azul,Pachuca,1,0,H
Mexico,Liga MX,2020/2021,5/21/2021,3:00,Santos Laguna,Puebla,3,0,H
Mexico,Liga MX,2020/2021,5/20/2021,2:30,Pachuca,Cruz Azul,0,0,D
Mexico,Liga MX,2020/2021,5/17/2021,0:00,Monterrey,Santos Laguna,1,1,D
Mexico,Liga MX,2020/2021,5/17/2021,2:05,Club America,Pachuca,4,2,H
Mexico,Liga MX,2020/2021,5/16/2021,0:00,Puebla,Atlas,1,0,H
Mexico,Liga MX,2020/2021,5/16/2021,2:05,Cruz Azul,Toluca,3,1,H
Mexico,Liga MX,2020/2021,5/14/2021,1:00,Pachuca,Club America,3,1,H
Mexico,Liga MX,2020/2021,5/14/2021,3:05,Santos Laguna,Monterrey,2,1,H
Mexico,Liga MX,2020/2021,5/13/2021,1:00,Toluca,Cruz Azul,2,1,H
Mexico,Liga MX,2020/2021,5/13/2021,3:05,Atlas,Puebla,1,0,H
Mexico,Liga MX,2020/2021,5/10/2021,1:00,Club Leon,Toluca,2,2,D
Mexico,Liga MX,2020/2021,5/10/2021,3:15,Pachuca,Guadalajara Chivas,4,2,H
Mexico,Liga MX,2020/2021,5/9/2021,1:00,Atlas,U.A.N.L.- Tigres,1,0,H
Mexico,Liga MX,2020/2021,5/9/2021,3:15,Santos Laguna,Queretaro,5,0,H
Mexico,Liga MX,2020/2021,5/3/2021,1:06,Santos Laguna,Puebla,0,0,D
Mexico,Liga MX,2020/2021,5/3/2021,3:05,U.N.A.M.- Pumas,Club America,0,1,A
Mexico,Liga MX,2020/2021,5/2/2021,1:00,Cruz Azul,Club Tijuana,1,1,D
Mexico,Liga MX,2020/2021,5/2/2021,3:06,Monterrey,Mazatlan FC,1,0,H
Mexico,Liga MX,2020/2021,5/1/2021,1:30,Necaxa,Atlas,1,5,A
Mexico,Liga MX,2020/2021,5/1/2021,3:30,Juarez,Toluca,1,0,H
Mexico,Liga MX,2020/2021,5/1/2021,23:00,Club Leon,Queretaro,2,1,H
Mexico,Liga MX,2020/2021,5/1/2021,23:00,Guadalajara Chivas,U.A.N.L.- Tigres,0,0,D
Mexico,Liga MX,2020/2021,4/30/2021,3:00,Atl. San Luis,Pachuca,1,5,A
Mexico,Liga MX,2020/2021,4/27/2021,3:00,Pachuca,Santos Laguna,1,0,H
Mexico,Liga MX,2020/2021,4/26/2021,1:30,Queretaro,Juarez,1,0,H
Mexico,Liga MX,2020/2021,4/25/2021,1:00,Atlas,Guadalajara Chivas,0,1,A
Mexico,Liga MX,2020/2021,4/25/2021,3:10,U.A.N.L.- Tigres,Monterrey,2,1,H
Mexico,Liga MX,2020/2021,4/25/2021,23:30,Toluca,Club America,3,1,H
Mexico,Liga MX,2020/2021,4/24/2021,1:30,Puebla,U.N.A.M.- Pumas,0,0,D
Mexico,Liga MX,2020/2021,4/24/2021,3:06,Club Tijuana,Necaxa,1,0,H
Mexico,Liga MX,2020/2021,4/24/2021,3:30,Mazatlan FC,Club Leon,4,3,H
Mexico,Liga MX,2020/2021,4/24/2021,23:00,Cruz Azul,Atl. San Luis,3,2,H
Mexico,Liga MX,2020/2021,4/22/2021,3:00,Monterrey,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2020/2021,4/20/2021,3:00,Club Leon,Juarez,2,0,H
Mexico,Liga MX,2020/2021,4/19/2021,1:00,Santos Laguna,Toluca,3,1,H
Mexico,Liga MX,2020/2021,4/19/2021,3:06,Monterrey,Pachuca,0,1,A
Mexico,Liga MX,2020/2021,4/18/2021,1:00,Guadalajara Chivas,Club Tijuana,2,0,H
Mexico,Liga MX,2020/2021,4/18/2021,3:05,Club America,Cruz Azul,1,1,D
Mexico,Liga MX,2020/2021,4/18/2021,18:00,U.N.A.M.- Pumas,U.A.N.L.- Tigres,0,0,D
Mexico,Liga MX,2020/2021,4/17/2021,1:30,Necaxa,Queretaro,0,0,D
Mexico,Liga MX,2020/2021,4/17/2021,3:30,Mazatlan FC,Atlas,0,0,D
Mexico,Liga MX,2020/2021,4/17/2021,23:00,Atl. San Luis,Puebla,1,4,A
Mexico,Liga MX,2020/2021,4/15/2021,3:00,Juarez,U.A.N.L.- Tigres,2,3,A
Mexico,Liga MX,2020/2021,4/13/2021,3:00,Pachuca,Puebla,1,3,A
Mexico,Liga MX,2020/2021,4/12/2021,1:00,Queretaro,Santos Laguna,1,0,H
Mexico,Liga MX,2020/2021,4/12/2021,3:06,Club Tijuana,Mazatlan FC,2,3,A
Mexico,Liga MX,2020/2021,4/11/2021,1:00,Cruz Azul,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2020/2021,4/11/2021,3:05,U.A.N.L.- Tigres,Club America,1,3,A
Mexico,Liga MX,2020/2021,4/11/2021,18:00,Toluca,Monterrey,1,2,A
Mexico,Liga MX,2020/2021,4/10/2021,1:30,Necaxa,U.N.A.M.- Pumas,0,1,A
Mexico,Liga MX,2020/2021,4/10/2021,3:30,Juarez,Atl. San Luis,2,1,H
Mexico,Liga MX,2020/2021,4/10/2021,23:00,Atlas,Club Leon,1,3,A
Mexico,Liga MX,2020/2021,4/5/2021,1:00,Queretaro,U.A.N.L.- Tigres,0,1,A
Mexico,Liga MX,2020/2021,4/5/2021,3:05,Club Leon,Toluca,2,1,H
Mexico,Liga MX,2020/2021,4/4/2021,0:00,Atlas,Club Tijuana,1,0,H
Mexico,Liga MX,2020/2021,4/4/2021,2:00,Club America,Necaxa,2,1,H
Mexico,Liga MX,2020/2021,4/4/2021,4:06,Monterrey,Atl. San Luis,2,0,H
Mexico,Liga MX,2020/2021,4/4/2021,18:00,U.N.A.M.- Pumas,Pachuca,2,2,D
Mexico,Liga MX,2020/2021,4/4/2021,23:00,Guadalajara Chivas,Santos Laguna,1,1,D
Mexico,Liga MX,2020/2021,4/3/2021,2:30,Puebla,Mazatlan FC,3,1,H
Mexico,Liga MX,2020/2021,4/3/2021,4:30,Juarez,Cruz Azul,0,1,A
Mexico,Liga MX,2020/2021,3/22/2021,1:06,Santos Laguna,Club Leon,1,2,A
Mexico,Liga MX,2020/2021,3/21/2021,1:00,Cruz Azul,Atlas,3,2,H
Mexico,Liga MX,2020/2021,3/21/2021,3:06,Club Tijuana,Queretaro,3,1,H
Mexico,Liga MX,2020/2021,3/21/2021,18:00,Toluca,Puebla,4,4,D
Mexico,Liga MX,2020/2021,3/20/2021,1:00,Necaxa,Juarez,1,0,H
Mexico,Liga MX,2020/2021,3/20/2021,3:00,Mazatlan FC,Club America,0,1,A
Mexico,Liga MX,2020/2021,3/20/2021,23:00,Atl. San Luis,U.N.A.M.- Pumas,0,1,A
Mexico,Liga MX,2020/2021,3/19/2021,2:00,Pachuca,U.A.N.L.- Tigres,1,0,H
Mexico,Liga MX,2020/2021,3/16/2021,3:00,Club Leon,Necaxa,3,1,H
Mexico,Liga MX,2020/2021,3/15/2021,0:00,Queretaro,Atl. San Luis,2,1,H
Mexico,Liga MX,2020/2021,3/15/2021,2:00,Guadalajara Chivas,Club America,0,3,A
Mexico,Liga MX,2020/2021,3/14/2021,1:00,U.A.N.L.- Tigres,Mazatlan FC,1,2,A
Mexico,Liga MX,2020/2021,3/14/2021,3:00,Cruz Azul,Monterrey,1,0,H
Mexico,Liga MX,2020/2021,3/14/2021,3:06,Club Tijuana,Santos Laguna,0,1,A
Mexico,Liga MX,2020/2021,3/14/2021,18:00,Toluca,Pachuca,0,2,A
Mexico,Liga MX,2020/2021,3/13/2021,1:30,Puebla,Atlas,0,1,A
Mexico,Liga MX,2020/2021,3/13/2021,3:30,Juarez,U.N.A.M.- Pumas,1,1,D
Mexico,Liga MX,2020/2021,3/11/2021,3:00,Monterrey,Club Leon,1,1,D
Mexico,Liga MX,2020/2021,3/9/2021,3:00,Pachuca,Club Tijuana,2,1,H
Mexico,Liga MX,2020/2021,3/8/2021,1:06,Santos Laguna,Necaxa,3,1,H
Mexico,Liga MX,2020/2021,3/8/2021,3:00,U.N.A.M.- Pumas,Cruz Azul,0,1,A
Mexico,Liga MX,2020/2021,3/7/2021,1:00,Club America,Club Leon,2,1,H
Mexico,Liga MX,2020/2021,3/7/2021,1:06,Monterrey,Queretaro,2,1,H
Mexico,Liga MX,2020/2021,3/7/2021,3:00,Mazatlan FC,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2020/2021,3/6/2021,1:30,Atl. San Luis,Toluca,0,0,D
Mexico,Liga MX,2020/2021,3/6/2021,3:30,Puebla,U.A.N.L.- Tigres,1,1,D
Mexico,Liga MX,2020/2021,3/6/2021,23:00,Atlas,Juarez,2,0,H
Mexico,Liga MX,2020/2021,3/5/2021,1:00,Necaxa,Pachuca,2,2,D
Mexico,Liga MX,2020/2021,3/5/2021,3:00,U.N.A.M.- Pumas,Santos Laguna,1,0,H
Mexico,Liga MX,2020/2021,3/4/2021,1:00,Juarez,Monterrey,1,6,A
Mexico,Liga MX,2020/2021,3/4/2021,1:00,Queretaro,Guadalajara Chivas,2,2,D
Mexico,Liga MX,2020/2021,3/4/2021,3:00,Cruz Azul,Mazatlan FC,1,0,H
Mexico,Liga MX,2020/2021,3/4/2021,3:06,Club Tijuana,Club America,0,2,A
Mexico,Liga MX,2020/2021,3/3/2021,1:00,U.A.N.L.- Tigres,Toluca,0,1,A
Mexico,Liga MX,2020/2021,3/3/2021,3:00,Club Leon,Puebla,1,2,A
Mexico,Liga MX,2020/2021,3/2/2021,23:00,Atlas,Atl. San Luis,3,1,H
Mexico,Liga MX,2020/2021,3/1/2021,1:06,Santos Laguna,Juarez,3,2,H
Mexico,Liga MX,2020/2021,3/1/2021,3:00,Guadalajara Chivas,U.N.A.M.- Pumas,2,1,H
Mexico,Liga MX,2020/2021,2/28/2021,1:00,Club America,Pachuca,2,0,H
Mexico,Liga MX,2020/2021,2/28/2021,3:00,Club Leon,Cruz Azul,0,1,A
Mexico,Liga MX,2020/2021,2/28/2021,23:00,Monterrey,Club Tijuana,1,1,D
Mexico,Liga MX,2020/2021,2/27/2021,1:30,Puebla,Necaxa,1,0,H
Mexico,Liga MX,2020/2021,2/27/2021,3:30,Mazatlan FC,Queretaro,3,0,H
Mexico,Liga MX,2020/2021,2/27/2021,23:00,Toluca,Atlas,0,0,D
Mexico,Liga MX,2020/2021,2/26/2021,3:00,Atl. San Luis,U.A.N.L.- Tigres,2,2,D
Mexico,Liga MX,2020/2021,2/23/2021,3:00,Pachuca,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2020/2021,2/22/2021,1:00,U.A.N.L.- Tigres,Club Tijuana,3,2,H
Mexico,Liga MX,2020/2021,2/21/2021,1:00,Cruz Azul,Toluca,3,2,H
Mexico,Liga MX,2020/2021,2/21/2021,3:00,Atlas,Club America,0,2,A
Mexico,Liga MX,2020/2021,2/21/2021,18:00,U.N.A.M.- Pumas,Club Leon,0,1,A
Mexico,Liga MX,2020/2021,2/21/2021,23:00,Queretaro,Puebla,1,1,D
Mexico,Liga MX,2020/2021,2/20/2021,1:30,Necaxa,Monterrey,1,1,D
Mexico,Liga MX,2020/2021,2/20/2021,3:30,Juarez,Mazatlan FC,1,0,H
Mexico,Liga MX,2020/2021,2/19/2021,3:00,Atl. San Luis,Santos Laguna,1,0,H
Mexico,Liga MX,2020/2021,2/18/2021,3:00,U.A.N.L.- Tigres,Cruz Azul,0,2,A
Mexico,Liga MX,2020/2021,2/16/2021,3:00,Pachuca,Atlas,0,1,A
Mexico,Liga MX,2020/2021,2/15/2021,1:06,Santos Laguna,Monterrey,1,0,H
Mexico,Liga MX,2020/2021,2/14/2021,1:00,Guadalajara Chivas,Necaxa,2,2,D
Mexico,Liga MX,2020/2021,2/14/2021,3:00,Club America,Queretaro,2,1,H
Mexico,Liga MX,2020/2021,2/14/2021,18:00,Toluca,U.N.A.M.- Pumas,1,0,H
Mexico,Liga MX,2020/2021,2/13/2021,1:30,Puebla,Juarez,4,0,H
Mexico,Liga MX,2020/2021,2/13/2021,3:06,Club Tijuana,Club Leon,2,0,H
Mexico,Liga MX,2020/2021,2/13/2021,3:30,Mazatlan FC,Atl. San Luis,0,3,A
Mexico,Liga MX,2020/2021,2/9/2021,3:00,Club Leon,Guadalajara Chivas,1,3,A
Mexico,Liga MX,2020/2021,2/7/2021,1:00,Club America,Puebla,1,0,H
Mexico,Liga MX,2020/2021,2/7/2021,3:06,Monterrey,U.N.A.M.- Pumas,1,0,H
Mexico,Liga MX,2020/2021,2/7/2021,18:00,Toluca,Mazatlan FC,4,1,H
Mexico,Liga MX,2020/2021,2/6/2021,3:30,Necaxa,Cruz Azul,0,2,A
Mexico,Liga MX,2020/2021,2/6/2021,23:00,Atlas,Santos Laguna,1,1,D
Mexico,Liga MX,2020/2021,2/5/2021,1:00,Atl. San Luis,Club Tijuana,2,2,D
Mexico,Liga MX,2020/2021,2/5/2021,3:00,Queretaro,Pachuca,3,1,H
Mexico,Liga MX,2020/2021,2/3/2021,3:00,Puebla,Monterrey,0,0,D
Mexico,Liga MX,2020/2021,2/2/2021,3:00,Club Leon,Atl. San Luis,3,1,H
Mexico,Liga MX,2020/2021,2/1/2021,1:06,Santos Laguna,Club America,1,1,D
Mexico,Liga MX,2020/2021,1/31/2021,1:00,Guadalajara Chivas,Juarez,1,2,A
Mexico,Liga MX,2020/2021,1/31/2021,3:00,Cruz Azul,Queretaro,4,1,H
Mexico,Liga MX,2020/2021,1/31/2021,3:06,Club Tijuana,Toluca,3,2,H
Mexico,Liga MX,2020/2021,1/31/2021,18:00,U.N.A.M.- Pumas,Atlas,0,0,D
Mexico,Liga MX,2020/2021,1/30/2021,3:30,Mazatlan FC,Pachuca,1,0,H
Mexico,Liga MX,2020/2021,1/29/2021,3:00,U.A.N.L.- Tigres,Necaxa,1,1,D
Mexico,Liga MX,2020/2021,1/27/2021,2:30,Club America,Juarez,2,0,H
Mexico,Liga MX,2020/2021,1/26/2021,3:00,Pachuca,Cruz Azul,0,1,A
Mexico,Liga MX,2020/2021,1/25/2021,1:00,Queretaro,U.N.A.M.- Pumas,2,0,H
Mexico,Liga MX,2020/2021,1/24/2021,1:00,Atlas,U.A.N.L.- Tigres,0,2,A
Mexico,Liga MX,2020/2021,1/24/2021,18:00,Toluca,Necaxa,2,0,H
Mexico,Liga MX,2020/2021,1/23/2021,1:30,Puebla,Club Tijuana,0,1,A
Mexico,Liga MX,2020/2021,1/23/2021,3:30,Mazatlan FC,Santos Laguna,0,0,D
Mexico,Liga MX,2020/2021,1/22/2021,3:00,Atl. San Luis,Guadalajara Chivas,3,1,H
Mexico,Liga MX,2020/2021,1/19/2021,3:00,Club Leon,Pachuca,0,0,D
Mexico,Liga MX,2020/2021,1/18/2021,1:06,Santos Laguna,U.A.N.L.- Tigres,2,0,H
Mexico,Liga MX,2020/2021,1/18/2021,3:06,Queretaro,Atlas,1,0,H
Mexico,Liga MX,2020/2021,1/17/2021,1:00,Cruz Azul,Puebla,0,1,A
Mexico,Liga MX,2020/2021,1/17/2021,3:06,Monterrey,Club America,1,0,H
Mexico,Liga MX,2020/2021,1/17/2021,18:00,U.N.A.M.- Pumas,Mazatlan FC,3,0,H
Mexico,Liga MX,2020/2021,1/16/2021,1:30,Necaxa,Atl. San Luis,1,0,H
Mexico,Liga MX,2020/2021,1/16/2021,3:30,Juarez,Club Tijuana,0,0,D
Mexico,Liga MX,2020/2021,1/16/2021,23:00,Guadalajara Chivas,Toluca,1,1,D
Mexico,Liga MX,2020/2021,1/12/2021,3:00,Pachuca,Juarez,1,1,D
Mexico,Liga MX,2020/2021,1/11/2021,1:06,Santos Laguna,Cruz Azul,1,0,H
Mexico,Liga MX,2020/2021,1/10/2021,1:00,U.A.N.L.- Tigres,Club Leon,2,0,H
