Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
T1,28/01/2023,13:00,Ankaragucu,Gaziantep,0,2,A,0,0,D,17,16,5,8,7,12,5,11,1,4,0,0
T1,28/01/2023,13:00,Hatayspor,Trabzonspor,2,1,H,0,1,A,10,16,3,5,13,11,4,9,4,2,0,0
T1,28/01/2023,16:00,Antalyaspor,Umraniyespor,3,2,H,1,1,D,25,7,10,4,12,8,8,2,3,1,0,0
T1,28/01/2023,16:00,Giresunspor,Galatasaray,0,4,A,0,1,A,12,16,1,9,16,16,9,3,3,0,0,0
T1,27/01/2023,17:00,Besiktas,Alanyaspor,3,0,H,1,0,H,21,6,8,3,14,15,3,3,0,2,0,0
T1,23/01/2023,17:00,Konyaspor,Ankaragucu,0,1,A,0,0,D,13,8,7,3,14,15,6,4,3,2,0,0
T1,23/01/2023,17:00,Umraniyespor,Fenerbahce,1,2,A,0,0,D,7,22,2,7,11,15,1,6,3,4,1,0
T1,22/01/2023,10:30,Gaziantep,Sivasspor,1,2,A,0,1,A,11,13,3,8,13,11,7,4,3,0,0,0
T1,22/01/2023,13:00,Alanyaspor,Karagumruk,2,2,D,1,0,H,15,9,5,5,9,6,7,2,1,1,0,0
T1,22/01/2023,13:00,Kayserispor,Besiktas,0,2,A,0,2,A,15,7,3,4,10,20,5,3,1,2,0,1
T1,22/01/2023,16:00,Trabzonspor,Istanbulspor,4,0,H,1,0,H,20,10,10,4,12,14,6,2,1,0,0,0
T1,21/01/2023,13:00,Kasimpasa,Buyuksehyr,1,3,A,1,0,H,11,19,4,11,19,12,4,8,7,1,1,0
T1,21/01/2023,16:00,Galatasaray,Antalyaspor,2,1,H,0,0,D,20,7,6,2,12,18,16,1,2,3,0,1
T1,20/01/2023,17:00,Ad. Demirspor,Giresunspor,1,1,D,0,1,A,31,9,6,2,13,17,17,1,6,4,1,1
T1,15/01/2023,10:30,Umraniyespor,Istanbulspor,0,2,A,0,2,A,27,8,6,3,10,12,12,2,2,4,0,0
T1,15/01/2023,13:00,Kasimpasa,Karagumruk,2,2,D,1,0,H,12,11,4,4,13,16,5,8,3,2,0,0
T1,15/01/2023,16:00,Gaziantep,Fenerbahce,1,2,A,0,1,A,10,20,3,7,15,17,4,11,5,3,1,0
T1,14/01/2023,10:30,Antalyaspor,Giresunspor,2,2,D,1,1,D,12,21,5,9,12,13,5,4,3,4,1,0
T1,14/01/2023,13:00,Ad. Demirspor,Ankaragucu,3,1,H,0,0,D,12,25,5,11,8,10,5,13,2,1,0,0
T1,14/01/2023,13:00,Konyaspor,Besiktas,1,2,A,1,0,H,15,20,6,4,10,18,4,5,1,1,0,0
T1,14/01/2023,16:00,Trabzonspor,Buyuksehyr,1,0,H,1,0,H,9,17,4,3,17,14,2,10,1,4,0,1
T1,13/01/2023,16:00,Kayserispor,Sivasspor,4,1,H,3,0,H,15,17,11,6,15,15,5,4,2,5,0,0
T1,13/01/2023,17:00,Galatasaray,Hatayspor,4,0,H,3,0,H,28,10,10,4,11,10,8,3,0,0,0,0
T1,09/01/2023,14:00,Buyuksehyr,Ad. Demirspor,2,1,H,0,0,D,16,18,5,5,19,12,6,4,2,2,0,0
T1,09/01/2023,17:00,Alanyaspor,Trabzonspor,5,0,H,3,0,H,11,15,6,5,12,12,2,4,2,3,0,0
T1,09/01/2023,17:00,Istanbulspor,Gaziantep,1,1,D,0,1,A,12,8,2,4,6,8,7,3,1,1,0,0
T1,08/01/2023,10:30,Karagumruk,Konyaspor,3,3,D,2,0,H,6,17,5,9,16,11,1,6,5,1,0,0
T1,08/01/2023,13:00,Ankaragucu,Kayserispor,2,1,H,1,1,D,20,10,5,1,16,10,8,2,4,1,0,0
T1,08/01/2023,13:00,Giresunspor,Umraniyespor,0,1,A,0,0,D,24,11,6,2,10,11,14,7,2,2,0,0
T1,08/01/2023,16:00,Fenerbahce,Galatasaray,0,3,A,0,1,A,13,13,4,8,10,20,8,4,2,5,1,0
T1,07/01/2023,13:00,Hatayspor,Antalyaspor,0,0,D,0,0,D,9,11,4,4,17,8,3,2,2,2,0,0
T1,07/01/2023,16:00,Besiktas,Kasimpasa,2,1,H,2,0,H,14,12,8,4,18,13,6,7,2,4,0,0
T1,05/01/2023,14:00,Gaziantep,Buyuksehyr,1,1,D,0,1,A,14,16,3,6,8,6,5,5,2,0,0,0
T1,05/01/2023,17:00,Ad. Demirspor,Istanbulspor,6,0,H,1,0,H,17,8,11,3,12,11,4,5,1,3,0,0
T1,05/01/2023,17:00,Trabzonspor,Giresunspor,3,0,H,1,0,H,17,5,8,1,11,9,10,1,2,2,0,0
T1,04/01/2023,14:00,Kasimpasa,Alanyaspor,4,1,H,2,0,H,11,14,6,2,14,13,1,7,2,0,0,0
T1,04/01/2023,14:00,Kayserispor,Karagumruk,2,4,A,0,2,A,19,11,5,7,12,16,6,2,1,3,0,0
T1,04/01/2023,17:00,Galatasaray,Ankaragucu,2,1,H,2,1,H,12,9,5,2,17,15,6,4,2,3,0,0
T1,04/01/2023,17:00,Konyaspor,Sivasspor,2,2,D,1,1,D,10,10,5,3,13,13,4,3,4,1,0,0
T1,03/01/2023,14:00,Umraniyespor,Hatayspor,2,2,D,1,1,D,11,17,3,5,10,14,5,2,3,2,1,0
T1,03/01/2023,17:00,Antalyaspor,Fenerbahce,1,2,A,1,0,H,8,18,2,4,21,17,3,8,4,2,0,0
T1,29/12/2022,14:00,Giresunspor,Gaziantep,2,1,H,1,0,H,13,11,6,6,13,13,6,3,5,3,0,0
T1,29/12/2022,14:00,Sivasspor,Galatasaray,1,2,A,0,1,A,15,12,6,8,14,14,2,3,4,5,1,0
T1,29/12/2022,17:00,Besiktas,Ad. Demirspor,1,0,H,1,0,H,16,13,5,3,18,15,7,4,5,2,0,0
T1,28/12/2022,14:00,Alanyaspor,Kayserispor,3,1,H,2,0,H,5,14,3,4,23,18,0,7,3,4,0,0
T1,28/12/2022,14:00,Istanbulspor,Kasimpasa,2,1,H,1,1,D,10,11,4,3,15,15,3,5,2,4,0,0
T1,28/12/2022,17:00,Karagumruk,Trabzonspor,4,1,H,2,1,H,10,13,6,7,16,10,4,4,4,1,1,1
T1,27/12/2022,14:00,Ankaragucu,Umraniyespor,1,2,A,1,1,D,17,8,5,3,13,14,8,5,1,4,0,0
T1,27/12/2022,14:00,Buyuksehyr,Antalyaspor,2,0,H,0,0,D,6,6,2,1,14,15,1,3,2,2,0,0
T1,27/12/2022,17:00,Fenerbahce,Hatayspor,4,0,H,2,0,H,25,4,15,0,9,15,11,0,2,3,0,0
T1,25/12/2022,10:30,Ad. Demirspor,Karagumruk,2,1,H,2,1,H,16,14,6,3,15,10,4,4,3,2,0,0
T1,25/12/2022,13:00,Gaziantep,Besiktas,1,1,D,0,0,D,10,20,3,1,15,9,2,4,4,2,0,0
T1,25/12/2022,13:00,Konyaspor,Alanyaspor,2,2,D,1,0,H,10,15,3,6,9,21,4,5,3,4,0,0
T1,25/12/2022,16:00,Galatasaray,Istanbulspor,2,1,H,2,0,H,17,12,5,2,13,7,12,5,4,2,0,0
T1,24/12/2022,10:30,Hatayspor,Giresunspor,1,1,D,0,0,D,11,12,4,4,10,12,4,4,2,3,0,0
T1,24/12/2022,13:00,Kasimpasa,Sivasspor,1,2,A,1,1,D,10,9,1,3,18,9,4,6,4,2,0,0
T1,24/12/2022,16:00,Trabzonspor,Fenerbahce,2,0,H,0,0,D,18,8,7,0,20,19,5,2,4,5,0,1
