Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
B1,28/01/2023,17:15,Kortrijk,Oostende,2,2,D,1,1,D,14,22,3,7,12,8,2,5,1,0,0,0
B1,28/01/2023,17:15,Oud-Heverlee Leuven,St Truiden,1,1,D,0,1,A,13,8,5,4,7,18,6,3,0,3,0,0
B1,28/01/2023,19:45,Charleroi,St. Gilloise,0,1,A,0,1,A,5,9,1,3,17,8,2,8,3,3,0,0
B1,27/01/2023,19:45,Standard,Eupen,3,1,H,2,1,H,13,8,7,3,15,11,8,2,1,2,0,0
B1,22/01/2023,12:30,Antwerp,Standard,4,1,H,3,1,H,8,10,6,3,20,9,2,2,3,2,0,1
B1,22/01/2023,15:00,Seraing,Anderlecht,0,1,A,0,0,D,9,14,4,4,17,11,4,6,3,1,0,0
B1,22/01/2023,17:30,Club Brugge,Charleroi,2,2,D,1,2,A,12,9,6,3,7,18,2,3,2,4,0,1
B1,22/01/2023,20:00,St Truiden,Gent,0,3,A,0,2,A,5,13,1,4,12,10,1,5,2,0,1,0
B1,21/01/2023,15:00,Waregem,Westerlo,1,1,D,0,1,A,11,13,3,5,15,10,5,5,1,1,0,0
B1,21/01/2023,17:15,Mechelen,Kortrijk,3,2,H,2,1,H,15,8,8,3,14,15,9,0,2,4,0,0
B1,21/01/2023,17:15,Oostende,Cercle Brugge,1,2,A,0,1,A,9,10,4,6,11,15,4,6,3,1,0,0
B1,21/01/2023,19:45,St. Gilloise,Oud-Heverlee Leuven,1,0,H,0,0,D,18,11,7,4,7,15,12,5,1,3,0,0
B1,19/01/2023,17:30,Gent,Charleroi,0,0,D,0,0,D,11,9,6,3,7,11,9,5,2,4,0,0
B1,19/01/2023,19:45,St Truiden,Club Brugge,1,1,D,0,1,A,8,13,4,4,14,6,1,8,1,1,0,0
B1,18/01/2023,17:30,Cercle Brugge,St. Gilloise,1,1,D,0,0,D,6,15,1,7,15,10,3,6,2,0,0,0
B1,18/01/2023,17:30,Oostende,Antwerp,0,3,A,0,2,A,16,12,3,6,13,17,6,5,1,0,0,0
B1,18/01/2023,19:45,Anderlecht,Waregem,2,3,A,2,1,H,19,11,9,5,9,16,5,2,1,2,0,0
B1,18/01/2023,19:45,Kortrijk,Seraing,3,2,H,2,1,H,21,12,7,7,11,12,6,8,1,2,0,1
B1,17/01/2023,17:30,Oud-Heverlee Leuven,Eupen,1,1,D,1,0,H,17,7,7,3,9,10,8,7,2,2,0,0
B1,17/01/2023,19:45,Standard,Mechelen,2,0,H,1,0,H,12,10,5,1,12,13,7,7,2,0,0,0
B1,17/01/2023,19:45,Westerlo,Genk,2,3,A,0,2,A,14,8,5,3,7,9,11,4,3,0,0,0
B1,15/01/2023,12:30,Club Brugge,Anderlecht,1,1,D,0,0,D,17,4,6,0,13,15,3,4,2,3,0,0
B1,15/01/2023,15:00,Gent,Kortrijk,2,1,H,1,0,H,15,12,6,5,14,12,7,5,3,1,0,0
B1,15/01/2023,17:30,St. Gilloise,Antwerp,2,0,H,1,0,H,17,7,6,5,13,11,8,9,5,4,0,0
B1,15/01/2023,20:00,Charleroi,Cercle Brugge,2,1,H,1,1,D,10,12,6,3,9,12,9,7,1,1,0,0
B1,14/01/2023,15:00,Seraing,Standard,1,1,D,1,1,D,8,16,2,1,9,15,3,11,5,1,0,0
B1,14/01/2023,17:15,Eupen,St Truiden,0,2,A,0,1,A,7,10,3,4,9,9,3,3,1,1,0,0
B1,14/01/2023,17:15,Mechelen,Oostende,2,1,H,1,0,H,16,14,6,4,6,17,10,1,1,1,0,1
B1,14/01/2023,19:45,Genk,Waregem,1,0,H,1,0,H,9,7,3,1,17,16,1,5,2,2,0,0
B1,13/01/2023,19:45,Westerlo,Oud-Heverlee Leuven,1,2,A,0,0,D,14,10,4,4,10,7,9,3,3,2,0,1
